nctid,stop_date,stop_status,restart_date,restart_status,why_stopped,covid19_explicit,restart_expected
NCT03821038,2021-10-19,Terminated,NA,NA,PK issue detected after bolus IV route administration,FALSE,NA
NCT03866538,2021-10-19,Terminated,NA,NA,Study recruitment was difficult and not acheived,FALSE,NA
NCT03876977,2021-10-19,Terminated,NA,NA,recruitments difficulties,FALSE,NA
NCT04048876,2021-10-19,Terminated,NA,NA,Business objectives have changed,FALSE,NA
NCT04090918,2021-10-19,Withdrawn,NA,NA,It was not possible to ensure sufficient recruitment of patients to complete the study.,FALSE,NA
NCT04287868,2021-10-19,Suspended,2021-12-07,Recruiting,Amending protocol to update drug information.,FALSE,NA
NCT04296942,2021-10-19,Suspended,2021-10-26,Completed,Amending protocol to update drug information.,FALSE,NA
NCT04430985,2021-10-19,Withdrawn,NA,NA,Problems identifying eligble patients,FALSE,NA
NCT04491955,2021-10-19,Suspended,2021-12-21,Recruiting,Amending protocol to update drug information.,FALSE,NA
NCT04708470,2021-10-19,Suspended,2021-12-07,Recruiting,Amending protocol to update drug information.,FALSE,NA
NCT04789304,2021-10-19,Suspended,2021-12-20,"Active, not recruiting",Suspended to follow up safety data for further evaluation.,FALSE,NA
NCT04831827,2021-10-19,Withdrawn,NA,NA,Insufficient study resources and change in practice.,FALSE,NA
NCT04885816,2021-10-19,Terminated,NA,NA,Slow recruitment,FALSE,NA
NCT05001360,2021-10-19,Withdrawn,NA,NA,We could not get the IRB approval.,FALSE,NA
NCT05019066,2021-10-19,Withdrawn,NA,NA,PI decided not to proceed with study.,FALSE,NA
NCT05102461,2021-10-19,Withdrawn,NA,NA,It wasn't approved for using Florajen as a dietary supplement and the supplier did not support the application for an IND,FALSE,NA
NCT01989897,2021-10-20,Withdrawn,NA,NA,Funding for the trial was lost so study was ended. No participants were enrolled.,FALSE,NA
NCT03632252,2021-10-20,Withdrawn,NA,NA,The study was never completed as planned.,FALSE,NA
NCT03914300,2021-10-20,Suspended,NA,NA,Scheduled Interim Monitoring,FALSE,NA
NCT03943303,2021-10-20,Terminated,NA,NA,Because the Pandemia COVID-19 was not possible to bring the participants to the beach.,TRUE,FALSE
NCT04011358,2021-10-20,Withdrawn,NA,NA,"Given the health context and the work overload, this study will not be possible. We therefore abandon this project",FALSE,NA
NCT04151446,2021-10-20,Terminated,NA,NA,Inadequate Enrollment,FALSE,NA
NCT04235777,2021-10-20,Suspended,2021-12-07,Recruiting,Pending approval of amendment,FALSE,NA
NCT04271059,2021-10-20,Terminated,NA,NA,Low recruitment,FALSE,NA
NCT04396444,2021-10-20,Suspended,NA,NA,"Due to COVID, study site no longer has easy access to the target population (vascular surgery subjects)",TRUE,FALSE
NCT04399486,2021-10-20,Withdrawn,NA,NA,COVID-19 and prolonged pool closure,TRUE,FALSE
NCT04417660,2021-10-20,Suspended,2021-12-07,Recruiting,Pending approval of amendment,FALSE,NA
NCT04428567,2021-10-20,Terminated,NA,NA,"Due to COVID 19, the recruitment was halted.",TRUE,FALSE
NCT04468490,2021-10-20,Terminated,NA,NA,Low enrollment rate,FALSE,NA
NCT04501094,2021-10-20,Suspended,NA,NA,pending approval of amendment,FALSE,NA
NCT04557696,2021-10-20,Terminated,NA,NA,Resident/fellow feedback indicated study factors made it difficult to participate and busy schedules did not accommodate to consent.,FALSE,NA
NCT04604340,2021-10-20,Terminated,NA,NA,insufficient enrolment-radial access for neuroangiography is now accepted as clinical standard.,FALSE,NA
NCT04648826,2021-10-20,Suspended,NA,NA,Pending approval of amendment,FALSE,NA
NCT04800523,2021-10-20,Withdrawn,NA,NA,Similar study already completed,FALSE,NA
NCT05102331,2021-10-20,Withdrawn,NA,NA,PI leaving institution,FALSE,NA
NCT03485053,2021-10-21,Terminated,NA,NA,Sponsor terminate the trial and will conduct a phase 2b clinical trial further,FALSE,NA
NCT03489382,2021-10-21,Withdrawn,NA,NA,Change in protocol design due to COVID-19 pandemic,TRUE,FALSE
NCT03581292,2021-10-21,Suspended,2021-10-27,"Active, not recruiting",Scheduled Interim Monitoring,FALSE,NA
NCT03905434,2021-10-21,Suspended,NA,NA,PI moved from OSU to VCU. Study is suspended pending credentialing and IRB approval at VCU.,FALSE,NA
NCT03943693,2021-10-21,Terminated,NA,NA,Poor enrollment,FALSE,NA
NCT04088123,2021-10-21,Withdrawn,NA,NA,"Inability to commence enrollment at institution, terminated on 9/23/20",FALSE,NA
NCT04144530,2021-10-21,Withdrawn,NA,NA,study did not start by logistic reasons,FALSE,NA
NCT04181606,2021-10-21,Withdrawn,NA,NA,Organizational Changes and Covid-related delays,TRUE,FALSE
NCT04430387,2021-10-21,Withdrawn,NA,NA,"The study initially aimed to measure droplets; however, as more was learned about COVID transmission, it became apparent that aerosol should be measured, but the method to measure aerosol was not possible for this study, so the study was withdrawn.",FALSE,NA
NCT04448834,2021-10-21,Suspended,NA,NA,PI left and changing PI,FALSE,NA
NCT04508933,2021-10-21,Withdrawn,NA,NA,Lack of Funding,FALSE,NA
NCT05094583,2021-10-21,Suspended,NA,NA,Suspended due to COVID19 pandemic.,TRUE,FALSE
NCT05105191,2021-10-21,Terminated,NA,NA,COVID-19 pandemic introduced a confusion bias,TRUE,FALSE
NCT00540995,2021-10-22,Terminated,NA,NA,"Unable to safely escalate to TMLI doses that were hypothesized to be effective and less toxic than FTBI. Likely due to the giving of Busulfan prior to radiation delivery. Therefore, the study was abandoned and no further patients were accrued.",FALSE,NA
NCT02356939,2021-10-22,Terminated,NA,NA,Interruption of the study for safety reasons at the decision of the sponsor,FALSE,NA
NCT03185117,2021-10-22,Terminated,NA,NA,Low patient retention rate,FALSE,NA
NCT03788980,2021-10-22,Terminated,NA,NA,Lack of funding and resources,FALSE,NA
NCT04379024,2021-10-22,Terminated,NA,NA,Study agent no longer available,FALSE,NA
NCT04392856,2021-10-22,Terminated,NA,NA,COVID-19 Pandemic,TRUE,FALSE
NCT04415541,2021-10-22,Withdrawn,NA,NA,COVID,TRUE,FALSE
NCT04633239,2021-10-22,Suspended,NA,NA,Other - To review agent toxicities,FALSE,NA
NCT04936113,2021-10-22,Terminated,NA,NA,Failure of the Phase 2 study (protocol FB401-01) to meet its endpoint.,FALSE,NA
NCT05033912,2021-10-22,Withdrawn,NA,NA,Business reasons,FALSE,NA
NCT03645603,2021-10-23,Terminated,NA,NA,futility reasons,FALSE,NA
NCT04267848,2021-10-23,Suspended,2022-03-19,Recruiting,Other - FDA approval of atezolizumab,FALSE,NA
NCT04354597,2021-10-23,Withdrawn,NA,NA,New data not in favor of prophylaxis using this regimen,FALSE,NA
NCT02848001,2021-10-24,Suspended,2022-03-11,Recruiting,Adverse change in the risk/benefit,FALSE,NA
NCT04130932,2021-10-24,Withdrawn,NA,NA,lack of funding,FALSE,NA
NCT04336982,2021-10-24,Suspended,2022-03-11,Recruiting,Adverse change in the risk/benefit,FALSE,NA
NCT02480595,2021-10-25,Suspended,NA,NA,Recruitment on hold,FALSE,NA
NCT03287050,2021-10-25,Terminated,NA,NA,due to changing therapeutic landscape in metastatic bladder cancer and lack of radiation/immunotherapy systemic synergy in other malignancies,FALSE,NA
NCT03577288,2021-10-25,Terminated,NA,NA,"Study had to be stopped in 2020 with the health crisis linked to COVID-19. Following this, and in view of the sanitary conditions, it was not possible to resume recruitment (research was taking place within the University of Lyon 2 and in schools)",TRUE,FALSE
NCT03942835,2021-10-25,Terminated,NA,NA,abandonment,FALSE,NA
NCT03952793,2021-10-25,Terminated,NA,NA,Feasibility issues,FALSE,NA
NCT03972696,2021-10-25,Terminated,NA,NA,"The inclusion rate of patients is too slow, so it is not possible to reach the estimated N.",FALSE,NA
NCT04462692,2021-10-25,Withdrawn,NA,NA,study stopped due to company decision,FALSE,NA
NCT04480476,2021-10-25,Withdrawn,NA,NA,study stopped due to company decision,FALSE,NA
NCT04577820,2021-10-25,Withdrawn,NA,NA,Phase 2 Study R2477-FOP-1940 has been withdrawn and the next phase of the development program is being planned,FALSE,NA
NCT04856592,2021-10-25,Withdrawn,NA,NA,The study device VICI stent withdrawn from market,FALSE,NA
NCT05107791,2021-10-25,Withdrawn,NA,NA,unable to attend the drug for study,FALSE,NA
NCT02408887,2021-10-26,Terminated,NA,NA,Slow/Insufficient accrual,FALSE,NA
NCT03759041,2021-10-26,Terminated,NA,NA,"Due to the lack of a clinical efficacy signal in the induction treatment phase, Seres closed the dosing phases of open label and maintenance portions of the study. Patients who had received prior doses were followed for safety data.",FALSE,NA
NCT03781817,2021-10-26,Suspended,NA,NA,Transition/change of primary investigators,FALSE,NA
NCT04262869,2021-10-26,Withdrawn,NA,NA,Due to accrual issues,FALSE,NA
NCT04457817,2021-10-26,Terminated,NA,NA,Lack of feasibility,FALSE,NA
NCT04794205,2021-10-26,Withdrawn,NA,NA,Delayed project onset; PI determined pilot data could be collected at a later date.,FALSE,NA
NCT05024656,2021-10-26,Withdrawn,NA,NA,Sponsor decision,FALSE,NA
NCT02359864,2021-10-27,Suspended,NA,NA,Staffing and budget limitations. It is hoped these limitations are temporary and enrollment will resume,FALSE,NA
NCT02438995,2021-10-27,Terminated,NA,NA,Low enrollment,FALSE,NA
NCT02515916,2021-10-27,Terminated,NA,NA,Not enough subjects,FALSE,NA
NCT02571530,2021-10-27,Terminated,NA,NA,Low enrollment,FALSE,NA
NCT03479931,2021-10-27,Terminated,NA,NA,Due to required changes in methods.,FALSE,NA
NCT03511079,2021-10-27,Withdrawn,NA,NA,Difficulty with recruiting due to staffing and Covid-19,TRUE,FALSE
NCT03514563,2021-10-27,Terminated,NA,NA,Due to Covid-19 pandemic,TRUE,FALSE
NCT04010045,2021-10-27,Terminated,NA,NA,Sponsor stopped the study for business reasons as site recruitment and subject enrollment have not met expectations.,FALSE,NA
NCT04142255,2021-10-27,Terminated,NA,NA,The review board rejected our request of changing the protocol and advised us to terminate the trial.,FALSE,NA
NCT04254809,2021-10-27,Terminated,NA,NA,"Face-to-face appointments, which were required by the IRB for suicide risk evaluation, were suspended by the IRB during the COVID-19 pandemic. During this pause, the PI left the institution. Thus, all study activities were terminated.",TRUE,FALSE
NCT04531579,2021-10-27,Withdrawn,NA,NA,Study terminated by the Sponsor.,FALSE,NA
NCT04531592,2021-10-27,Withdrawn,NA,NA,Study terminated by the Sponsor,FALSE,NA
NCT04540848,2021-10-27,Withdrawn,NA,NA,Lack of ability to communicate with the study population,FALSE,NA
NCT04593914,2021-10-27,Withdrawn,NA,NA,Covid-19,TRUE,FALSE
NCT04841122,2021-10-27,Terminated,NA,NA,Study was terminated after 6 months due to recruitment and data collection challenges.,FALSE,NA
NCT05111054,2021-10-27,Suspended,NA,NA,Time availability within PhD studentship,FALSE,NA
NCT00839748,2021-10-28,Withdrawn,NA,NA,personnel redeployment,FALSE,NA
NCT01246752,2021-10-28,Terminated,NA,NA,decreased recrucial rate as the likelihood of achieving the envisioned patient number in a realistic time-frame was very low.,FALSE,NA
NCT02006069,2021-10-28,Terminated,NA,NA,The steering committee had decided to discontinue enrollment because the interim analysis showed a low probability that the study would meet the primary endpoint. The interim analysis did not demonstrate any safety concerns with activating MPP.,FALSE,NA
NCT02555293,2021-10-28,Terminated,NA,NA,Prematurely terminated due to organisational reasons,FALSE,NA
NCT02627677,2021-10-28,Terminated,NA,NA,The study was stopped due to operational feasibility and not due to any safety concerns,FALSE,NA
NCT03593109,2021-10-28,Terminated,NA,NA,Suitable patients were not recruited,FALSE,NA
NCT03769688,2021-10-28,Withdrawn,NA,NA,Replaced with different study at another site.,FALSE,NA
NCT03943147,2021-10-28,Terminated,NA,NA,Insufficient enrollment,FALSE,NA
NCT04073472,2021-10-28,Withdrawn,NA,NA,This clinical trial was entered in error. Please refer to the correct entry of this study using the following link: https://clinicaltrials.gov/ct2/show/NCT04519684,FALSE,NA
NCT04121299,2021-10-28,Withdrawn,NA,NA,lack of funding,FALSE,NA
NCT04230746,2021-10-28,Withdrawn,NA,NA,"funding , recruitment issues",FALSE,NA
NCT04434001,2021-10-28,Terminated,NA,NA,The study encountered unexpected difficulties in enrolling patients due to requirements for the Informed Consent. 60% of our patients comes from abroad with only one accompanying parent. The rules of our EC require both parents to sign the consent.,FALSE,NA
NCT04472494,2021-10-28,Terminated,NA,NA,Slow accrual,FALSE,NA
NCT04544735,2021-10-28,Suspended,NA,NA,Awaiting new funding source,FALSE,NA
NCT04707222,2021-10-28,Withdrawn,NA,NA,Error while entering Principal investigator and sponsor. Was approved under another number NCT05024188,FALSE,NA
NCT04708990,2021-10-28,Terminated,NA,NA,the research sponsors stopped further funding due to a planning of a multi-center trial,FALSE,NA
NCT04799392,2021-10-28,Terminated,NA,NA,FDA will not authorize COVID-19 Ab tests for use over-the-counter.,FALSE,NA
NCT05007769,2021-10-28,Withdrawn,NA,NA,Lost funding,FALSE,NA
NCT05114083,2021-10-28,Withdrawn,NA,NA,personnel redeployment,FALSE,NA
NCT00566540,2021-10-29,Terminated,NA,NA,Recruitment problems with study,FALSE,NA
NCT01631318,2021-10-29,Suspended,NA,NA,Safety,FALSE,NA
NCT03489811,2021-10-29,Withdrawn,NA,NA,COVID-19 pandemic introduced confounding factors that would bias the study data. Study rescheduled for future dates post-pandemic.,TRUE,FALSE
NCT03640988,2021-10-29,Terminated,NA,NA,Mfr of product identified in protocol to measure perfusion after treatment with sponsor device withdrew support from the study. Sponsor decided to cancel the investigation due to lack of adequate replacement.,FALSE,NA
NCT03943342,2021-10-29,Withdrawn,NA,NA,Study not feasible,FALSE,NA
NCT03952494,2021-10-29,Withdrawn,NA,NA,"Due to some administrative issues, the study had to be stopped. There were 0 subjects enrolled.",FALSE,NA
NCT04452474,2021-10-29,Withdrawn,NA,NA,Sponsor's decision,FALSE,NA
NCT04466657,2021-10-29,Withdrawn,NA,NA,"Study halted prematurely, prior to enrollment of first participant",FALSE,NA
NCT04488185,2021-10-29,Withdrawn,NA,NA,low recruitment,FALSE,NA
NCT04488575,2021-10-29,Terminated,NA,NA,Insufficient study defined patient population,FALSE,NA
NCT04732195,2021-10-29,Suspended,2022-01-17,Recruiting,Study is temporarily suspended due to delays in patch manufacturing and testing and awaiting further regulatory guidance.,FALSE,NA
NCT04995094,2021-10-29,Withdrawn,NA,NA,"Enrollment challenges, study not feasible",FALSE,NA
NCT00034216,2021-10-30,Suspended,2021-11-20,Recruiting,NA,FALSE,NA
NCT03919071,2021-10-30,Suspended,2022-05-06,Recruiting,Other - Paused HGG Pre-Enrollment Elig Screening (Step 0),FALSE,NA
NCT02732457,2021-10-31,Terminated,NA,NA,"5 participants recruited in 7 years (no recruitment since 2015). Due to rare patient population and due to ongoing COVID-19 demands on healthcare systems, it was decided by the Protocol Steering Committee to terminate this study.",TRUE,FALSE
NCT02982668,2021-10-31,Terminated,NA,NA,Significantly higher mortality,FALSE,NA
NCT03231475,2021-10-31,Withdrawn,NA,NA,Board decision,FALSE,NA
NCT04474587,2021-10-31,Suspended,NA,NA,COVID pandemic,TRUE,FALSE
NCT02671890,2021-11-01,Suspended,2022-01-10,Recruiting,"expiration of study drug supply, will re-open after re-supply which we anticipate will be shortly",FALSE,NA
NCT03104725,2021-11-01,Terminated,NA,NA,"Difficulty with recruitment and participant accrual due to study eligibility criteria and required study procedures (e.g., multiple lumbar punctures).",FALSE,NA
NCT03504410,2021-11-01,Terminated,NA,NA,Futile,FALSE,NA
NCT03639324,2021-11-01,Withdrawn,NA,NA,Slow Accrual,FALSE,NA
NCT03727841,2021-11-01,Terminated,NA,NA,"The pharmaceutical company decided to close their program evaluating the study agent, Marizomib.",FALSE,NA
NCT03845504,2021-11-01,Suspended,NA,NA,Staffing not available,FALSE,NA
NCT04096703,2021-11-01,Withdrawn,NA,NA,Unable to recruit participants for study.,FALSE,NA
NCT04353206,2021-11-01,Terminated,NA,NA,The initiation of the expanded access program for convalescent plasma.,FALSE,NA
NCT04414631,2021-11-01,Terminated,NA,NA,Aim to enroll 120 patients deemed not sufficient to show a difference in the primary outcome measure. Standard of care treatment recently changed in Switzerland adding further heterogeneity to trial population when including future participants.,FALSE,NA
NCT04428775,2021-11-01,Terminated,NA,NA,Low enrollment,FALSE,NA
NCT04469478,2021-11-01,Withdrawn,NA,NA,Study was not approved in 2020 secondary to COVID-19 restrictions on trials,TRUE,FALSE
NCT04950855,2021-11-01,Terminated,NA,NA,Due to the difficulty in following pregnant women due to the covid 19 pandemic,FALSE,NA
NCT05118048,2021-11-01,Terminated,NA,NA,Patient recruitment too slowly,FALSE,NA
NCT00409266,2021-11-02,Withdrawn,NA,NA,Investigator medical practice didn't allow to move forward with the study.,FALSE,NA
NCT02074254,2021-11-02,Withdrawn,NA,NA,Not sure. PI is no longer at OSU.,FALSE,NA
NCT02688309,2021-11-02,Terminated,NA,NA,Enrollment was affected due to the COVID-19 pandemic,TRUE,FALSE
NCT02846883,2021-11-02,Terminated,NA,NA,Early Termination as required by VA DSMB due to slow enrollment,FALSE,NA
NCT03286426,2021-11-02,Terminated,NA,NA,COVID,TRUE,FALSE
NCT03300479,2021-11-02,Withdrawn,NA,NA,No patient enrolled. No study conduct due to lack of human resources.,FALSE,NA
NCT03867435,2021-11-02,Terminated,NA,NA,PI left the NIH,FALSE,NA
NCT04044742,2021-11-02,Withdrawn,NA,NA,To be replaced by a different protocol,FALSE,NA
NCT04189510,2021-11-02,Withdrawn,NA,NA,ongoing concern of working with high-risk in-hospital transplant population during the various stages of the COVID-19 Pandemic.,FALSE,NA
NCT04386980,2021-11-02,Withdrawn,NA,NA,To be replaced by a different protocol,FALSE,NA
NCT04418895,2021-11-02,Withdrawn,NA,NA,lack of resources,FALSE,NA
NCT04572776,2021-11-02,Withdrawn,NA,NA,To be replaced by a different protocol,FALSE,NA
NCT04997161,2021-11-02,Suspended,NA,NA,"The study has been put on hold while a study amendment is considered. The aim is to ensure that the data is pragmatic and readily translatable to clinical practice, and of significant benefit to patients.",FALSE,NA
NCT05116228,2021-11-02,Terminated,NA,NA,Failure to recruit,FALSE,NA
NCT00659126,2021-11-03,Terminated,NA,NA,Loss of funding,FALSE,NA
NCT02023905,2021-11-03,Terminated,NA,NA,Sponsor decision,FALSE,NA
NCT02564796,2021-11-03,Terminated,NA,NA,COVID,TRUE,FALSE
NCT02723708,2021-11-03,Suspended,NA,NA,interim analyses of outcomes,FALSE,NA
NCT02815124,2021-11-03,Withdrawn,NA,NA,No funding secured and staffing changes resulting in no personnel to assist with study tasks.,FALSE,NA
NCT02930941,2021-11-03,Terminated,NA,NA,Terminate due to slow enrollment rate.,FALSE,NA
NCT03041168,2021-11-03,Terminated,NA,NA,Study was stopped due to suspension of funding from CVR Global.,FALSE,NA
NCT03057678,2021-11-03,Withdrawn,NA,NA,No participants have been enrolled. The PI Is leaving the institution and we wish to close the study at this time.,FALSE,NA
NCT03155399,2021-11-03,Terminated,NA,NA,PI transferred to another Institution,FALSE,NA
NCT03234309,2021-11-03,Withdrawn,NA,NA,No enrollments,FALSE,NA
NCT03330197,2021-11-03,Terminated,NA,NA,Sponsor decision due to slow accrual,FALSE,NA
NCT03515226,2021-11-03,Terminated,NA,NA,Challenges in recruiting eligible participants,FALSE,NA
NCT03963011,2021-11-03,Terminated,NA,NA,Low Recruitment,FALSE,NA
NCT04176445,2021-11-03,Terminated,NA,NA,The trial was stopped prematurely due to the COVID-19 pandemic,TRUE,FALSE
NCT04222829,2021-11-03,Terminated,NA,NA,low participate rate,FALSE,NA
NCT04240587,2021-11-03,Withdrawn,NA,NA,Difficulty in enrollment of study participants,FALSE,NA
NCT04309877,2021-11-03,Withdrawn,NA,NA,COVID-19,TRUE,FALSE
NCT04315311,2021-11-03,Withdrawn,NA,NA,Business Decision,FALSE,NA
NCT04468828,2021-11-03,Withdrawn,NA,NA,Lack of funding,FALSE,NA
NCT04482699,2021-11-03,Terminated,NA,NA,Change in eligible patient population,FALSE,NA
NCT05020691,2021-11-03,Terminated,NA,NA,Availability of research team limited by clinical workload (COVID-19),TRUE,FALSE
NCT05120674,2021-11-03,Terminated,NA,NA,Study interrupted due to COVID-19 and then investigator changed institutions,TRUE,FALSE
NCT03188822,2021-11-04,Terminated,NA,NA,Study enrollment was too slow to complete the study in a reasonable time,FALSE,NA
NCT03526172,2021-11-04,Suspended,NA,NA,Halting of all research and elective surgeries due to the Covid-19 pandemic,TRUE,FALSE
NCT03534817,2021-11-04,Suspended,NA,NA,COVID-19,TRUE,FALSE
NCT03684304,2021-11-04,Terminated,NA,NA,Patients no longer staying overnight in the hospital following this procedure type.,FALSE,NA
NCT03923049,2021-11-04,Suspended,NA,NA,Lack of funding an support,FALSE,NA
NCT04569903,2021-11-04,Suspended,NA,NA,Logistic study issues,FALSE,NA
NCT04616079,2021-11-04,Terminated,NA,NA,Sponsor decision,FALSE,NA
NCT04616105,2021-11-04,Terminated,NA,NA,Sponsor decision,FALSE,NA
NCT02333149,2021-11-05,Withdrawn,NA,NA,Issues surrounding the current COVID-19 pandemic.,TRUE,FALSE
NCT02776488,2021-11-05,Withdrawn,NA,NA,The manufacturer of sodium lactate has stopped making the medication,FALSE,NA
NCT03294993,2021-11-05,Withdrawn,NA,NA,no participants enrolled,FALSE,NA
NCT03570489,2021-11-05,Terminated,NA,NA,Could not recruit patients because of Covid 19 restrictions and because of lack of efficacy for primary endpoint,TRUE,FALSE
NCT03677115,2021-11-05,Withdrawn,NA,NA,no participants enrolled,FALSE,NA
NCT03805243,2021-11-05,Terminated,NA,NA,Change of products design,FALSE,NA
NCT03897725,2021-11-05,Withdrawn,NA,NA,Contract terminated,FALSE,NA
NCT03909490,2021-11-05,Terminated,NA,NA,Logistics (research personnel),FALSE,NA
NCT03924804,2021-11-05,Suspended,2022-01-30,Recruiting,NO patients,FALSE,NA
NCT05110651,2021-11-05,Withdrawn,NA,NA,No funding,FALSE,NA
NCT05123508,2021-11-05,Withdrawn,NA,NA,No subjects enrolled,FALSE,NA
NCT03038672,2021-11-06,Suspended,NA,NA,Scheduled Interim Monitoring,FALSE,NA
NCT04989283,2021-11-06,Suspended,2022-02-25,Recruiting,Other - Reviewing FDA approval of atezolizumab,FALSE,NA
NCT03342989,2021-11-07,Terminated,NA,NA,Recruitment not sufficient to justify continuation,FALSE,NA
NCT03629652,2021-11-07,Terminated,NA,NA,it is hard to enroll the patients,FALSE,NA
NCT04096573,2021-11-07,Withdrawn,NA,NA,company decision,FALSE,NA
NCT04786808,2021-11-07,Terminated,NA,NA,Not enough participants recruited (about 30% at october 2021).,FALSE,NA
NCT00001880,2021-11-08,Terminated,NA,NA,Study was closed early due to lack of accrual,FALSE,NA
NCT02521324,2021-11-08,Withdrawn,NA,NA,Decided to redesign the study.,FALSE,NA
NCT02783105,2021-11-08,Terminated,NA,NA,inclusion difficulties,FALSE,NA
NCT04184323,2021-11-08,Withdrawn,NA,NA,Lack of funding,FALSE,NA
NCT04408898,2021-11-08,Withdrawn,NA,NA,Challenges with recruitment,FALSE,NA
NCT04706520,2021-11-08,Terminated,NA,NA,study sponsor ended due to recruitment issues,FALSE,NA
NCT04989946,2021-11-08,Suspended,2021-11-18,Recruiting,Resources,FALSE,NA
NCT00001349,2021-11-09,Terminated,NA,NA,Closed at the request of the IRBO,FALSE,NA
NCT00955929,2021-11-09,Terminated,NA,NA,The study was interrupted because of failure to recruit the target study population in a reasonable timeframe.,FALSE,NA
NCT01018563,2021-11-09,Terminated,NA,NA,Study was terminated by sponsor due to futile results in NCT00849667 study.,FALSE,NA
NCT02587598,2021-11-09,Terminated,NA,NA,NA,FALSE,NA
NCT03121677,2021-11-09,Suspended,NA,NA,Vaccine manufacturing has been suspended,FALSE,NA
NCT03407040,2021-11-09,Terminated,NA,NA,Investigator left NIH,FALSE,NA
NCT03425006,2021-11-09,Terminated,NA,NA,Administrative reasons,FALSE,NA
NCT03447262,2021-11-09,Terminated,NA,NA,At Sponsor's Discretion,FALSE,NA
NCT03490903,2021-11-09,Withdrawn,NA,NA,No patients enrolled,FALSE,NA
NCT03564145,2021-11-09,Terminated,NA,NA,"Per protocol, the Sponsor could terminate the study once 300 participants completed a total of 28 weeks of treatment and 100 participants completed a total of 52 weeks.",FALSE,NA
NCT03694834,2021-11-09,Suspended,NA,NA,trial suspended by PI at this time for protocol amendment.,FALSE,NA
NCT03740100,2021-11-09,Terminated,NA,NA,The trial was closed because the sponsor became insolvent.,FALSE,NA
NCT03740984,2021-11-09,Terminated,NA,NA,Funding withdrawn from sponsor.,FALSE,NA
NCT03764943,2021-11-09,Suspended,2022-03-28,Completed,Research hold,FALSE,NA
NCT03812835,2021-11-09,Withdrawn,NA,NA,Company decision to not conduct study and was cancelled prior to any enrollment.,FALSE,NA
NCT03827213,2021-11-09,Terminated,NA,NA,Ran out of medication,FALSE,NA
NCT03860155,2021-11-09,Terminated,NA,NA,Very slow recruitment of patients and the current COVID-19 pandemic situation.,TRUE,FALSE
NCT03877822,2021-11-09,Withdrawn,NA,NA,Study protocol no longer relevant after progression of the scientific field,FALSE,NA
NCT03943082,2021-11-09,Terminated,NA,NA,Accrual for Feasibility Met,FALSE,NA
NCT04678947,2021-11-09,Terminated,NA,NA,Original investigator left the university,FALSE,NA
NCT04761835,2021-11-09,Withdrawn,NA,NA,Withdrawn in IRB,FALSE,NA
NCT04778566,2021-11-09,Withdrawn,NA,NA,Recent discovery of a novel assay that is more likely to be beneficial for patients with Lynch Syndrome. Investing into current version of Cologuard test would provide little clinical benefit.,FALSE,NA
NCT05009485,2021-11-09,Withdrawn,NA,NA,study never started because reprioritization of clinical research efforts,FALSE,NA
NCT00700791,2021-11-10,Terminated,NA,NA,The PI moved to another Institution,FALSE,NA
NCT01903486,2021-11-10,Withdrawn,NA,NA,Unable to recruit participants.,FALSE,NA
NCT02524275,2021-11-10,Terminated,NA,NA,low enrollment,FALSE,NA
NCT02730325,2021-11-10,Terminated,NA,NA,Study terminated due to limited enrollment.,FALSE,NA
NCT02832687,2021-11-10,Terminated,NA,NA,The study was halted due to the worldwide COVID-19 pandemic and the cancellation of all elective cases.,TRUE,FALSE
NCT02848716,2021-11-10,Withdrawn,NA,NA,Study cancelled due to operational difficulties,FALSE,NA
NCT03049397,2021-11-10,Terminated,NA,NA,Pilot deemed not feasible based on predetermined stopping rules,FALSE,NA
NCT03057743,2021-11-10,Terminated,NA,NA,Difficulty enrolling subjects,FALSE,NA
NCT03487705,2021-11-10,Terminated,NA,NA,Halted Prematurely due to difficulties in inclusion.,FALSE,NA
NCT03531112,2021-11-10,Terminated,NA,NA,Study terminated due to COVID-19,TRUE,FALSE
NCT03661047,2021-11-10,Withdrawn,NA,NA,Study will be closed due to zero enrollment in over 2 years.,FALSE,NA
NCT04095858,2021-11-10,Terminated,NA,NA,Business Reasons,FALSE,NA
NCT04274192,2021-11-10,Terminated,NA,NA,PI left,FALSE,NA
NCT04282694,2021-11-10,Terminated,NA,NA,"The worldwide surge of SARS-CoV-2 started during the first week of the study. The Investigators attempted to re-organize the project with a new agenda, but the time frame from the funding Organization did not comply with the study needs.",TRUE,FALSE
NCT04353310,2021-11-10,Withdrawn,NA,NA,No funding,FALSE,NA
NCT04396626,2021-11-10,Terminated,NA,NA,"The study was prematurely discontinued due to significant data quality issues on August 26, 2021. There were no safety concerns that led to the decision to terminate.",FALSE,NA
NCT04660331,2021-11-10,Suspended,NA,NA,Study is currently on hold for recruitment for Aim 2.,FALSE,NA
NCT04874831,2021-11-10,Withdrawn,NA,NA,Refocusing of sponsor's clinical development program. No safety concern or change of the risk-benefit assessment of the investigational medicinal product has led to this decision.,FALSE,NA
NCT05129163,2021-11-10,Terminated,NA,NA,"Due to the impacts of COVID-19, the study had to terminate.",TRUE,FALSE
NCT01755208,2021-11-11,Terminated,NA,NA,Insufficient Accrual,FALSE,NA
NCT02341625,2021-11-11,Terminated,NA,NA,Study terminated for business reasons not related to safety.,FALSE,NA
