nctid,why_stopped,covid19_explicit,restart_expected
NCT02326779,The study could not be performed.,FALSE,NA
NCT02341209,Low enrollment,FALSE,NA
NCT02749227,Lack of funding,FALSE,NA
NCT03029585,Business reasons,FALSE,NA
NCT03051672,"Based on two-stage design, the study ended at stage 1 with no evidence of promise based on pre-specified decision rule.",FALSE,NA
NCT03066466,No participants were enrolled,FALSE,NA
NCT03127371,Low enrollment rate,FALSE,NA
NCT03323879,Slow accrual,FALSE,NA
NCT03618199,COVID-19 general concerns,TRUE,FALSE
NCT03694704,COVID-19,TRUE,FALSE
NCT03768869,Insufficient data to answer the study question,FALSE,NA
NCT03876093,The PI decided.,FALSE,NA
NCT03886012,COVID-19 general concerns.,TRUE,FALSE
NCT03996863,Drexel Oncology was shut down a few days before first patient in.,FALSE,NA
NCT04126044,The study was withdrawn prior to enrollment after a comprehensive review of the biosimilars market and the company's global manufacturing network.,FALSE,NA
NCT04226976,COVID-19 general concerns,TRUE,FALSE
NCT01566045,NA,FALSE,NA
NCT01852305,due to lack resources,FALSE,NA
NCT02487082,too few subjects enrolled,FALSE,NA
NCT02620202,It was no longer possible to include patients due to logistic challanges occuring during the Covid-19 pandemic,TRUE,FALSE
NCT02798900,We did not get funding to develop the clinical trial.,FALSE,NA
NCT02820441,NA,FALSE,NA
NCT03274544,Difficulty in recruiting eligible patients,FALSE,NA
NCT03311295,Lagging enrollment,FALSE,NA
NCT03344770,Study suspended due to Covid-19 pandemic.,TRUE,FALSE
NCT03353584,COVID19 related,TRUE,FALSE
NCT03550521,PI left,FALSE,NA
NCT03692793,"Due to the Covid-19 pandemic, face-to-face activities have been suspended since March 2020, making the research unfeasible.",TRUE,FALSE
NCT03734744,Clinical research currently on hold,FALSE,NA
NCT03783767,COVID-19 caused shutdown of all human research,TRUE,FALSE
NCT03835988,Covid department protocol prevented patient recruitment and affected funding.,TRUE,FALSE
NCT03846258,Due to the fact that we were unable to find subjects who met all inclusion and exclusion criteria it was determined to withdraw this study.,FALSE,NA
NCT03934619,change in clinical practice that led to ability to recruit subjects,FALSE,NA
NCT03935815,Closed prior to completion secondary to surgeon leaving UCLA,FALSE,NA
NCT03942536,Enrollment is suspended due to COVID-19,TRUE,FALSE
NCT04026451,It was suspendend because the protocol and the aims were modified,FALSE,NA
NCT04059042,Research activities suspended March 2020 due to COVID-19 pandemic.,TRUE,FALSE
NCT04121351,COVID-19 pandemic meant continuation of the study was unfeasible at this time.,TRUE,FALSE
NCT04421508,Futility,FALSE,NA
NCT04555122,Per Sponsor Request; nonACT,FALSE,NA
NCT02024880,The ET catheters were outdated.,FALSE,NA
NCT03167788,Manufacturing Issues,FALSE,NA
NCT03240978,NA,FALSE,NA
NCT03600740,Delays in IRB approval and interval start of a competing study,FALSE,NA
NCT04072445,per protocol design,FALSE,NA
NCT04159038,"Study sites were closed in March 2020, due to COVID-19",TRUE,FALSE
NCT04280237,abandoned project,FALSE,NA
NCT04374942,"Due to unproven issues associated with hydroxychloroquine use and safety, further complicated by media and political misinformation which in effect rendered all global studies on HCQ to stop enrolling participants.",FALSE,NA
NCT04395378,COVID-19 policy of the University of Surrey,TRUE,FALSE
NCT04579913,Covid-19,TRUE,FALSE
NCT02102841,Recruitment no longer feasible,FALSE,NA
NCT02193750,The team decided to close this study since we are not recruiting and collecting any data.,FALSE,NA
NCT02581384,"The study closed primarily due to weak accrual, as well as study design limitations.",FALSE,NA
NCT02658526,Problems in organization,FALSE,NA
NCT02890212,due to COVID19 pandemic,TRUE,FALSE
NCT02988947,Unavailability of the clinical team,FALSE,NA
NCT03192514,Recruiting of family doctors below our goal,FALSE,NA
NCT03376854,Competition from other studies and initiation of a larger multi center trial,FALSE,NA
NCT03501927,Impossible patient inclusion due to the COVID-10 pandemic,TRUE,FALSE
NCT03652493,lack of efficacy,FALSE,NA
NCT03724422,Difficulty getting radiation therapy for patients and Low enrollment number,FALSE,NA
NCT03802994,Due to COVID pandemic further recruitment of subjects was unethical.,TRUE,FALSE
NCT03917030,Not feasible to recruit and follow-up subjects due to the pandemic,TRUE,FALSE
NCT03991208,Unable to recruit,FALSE,NA
NCT03999359,"Due to COVID-19 recruitment was terminated prematurely following approval from the trial steering committee. Overall impact was minimal, study sample was reduced by four participants.",TRUE,FALSE
NCT04000581,difficulty with equipment,FALSE,NA
NCT04017429,Not feasible to recruit and follow-up subjects due to the pandemic,TRUE,FALSE
NCT04078022,due to the pandemic,TRUE,FALSE
NCT04124016,COVID,TRUE,FALSE
NCT04154917,Pandemic context.,TRUE,FALSE
NCT04261556,"Due to COVID-19 pandemic, patients recruitment is not possible at the moment.",TRUE,FALSE
NCT04309734,Temporarily paused due to COVID-19,TRUE,TRUE
NCT04385524,We decided to close this study. We are unable to perform this study due to the current pandemic.,TRUE,FALSE
NCT04629209,Change in approach to study.,FALSE,NA
NCT04651205,COVID-19 pandemic,TRUE,FALSE
NCT01583881,Slow inclusion,FALSE,NA
NCT02583191,Recruitment was not as expected.,FALSE,NA
NCT02644252,The trial was ended prematurely because of a poor accrual rate,FALSE,NA
NCT02695160,NA,FALSE,NA
NCT02814019,Interim analysis concluded to futility,FALSE,NA
NCT02860494,Pharmaceutical and financial difficulties,FALSE,NA
NCT02899702,no EC approval obtained,FALSE,NA
NCT02922725,COVID-19 pandemic,TRUE,FALSE
NCT03050554,Funding,FALSE,NA
NCT03158610,Difficult to enrollment patient,FALSE,NA
NCT03158974,Sponsor terminated study due to financial constraints.,FALSE,NA
NCT03390738,Sponsor withdrew funding for Nivolumab,FALSE,NA
NCT03482778,Aim 1a completed. Aim 1B is being developed,FALSE,NA
NCT03618095,Investigational Medical Device is no longer available,FALSE,NA
NCT03656679,insufficient participant population per COVID-19,TRUE,FALSE
NCT03749590,The design of the MagPEP trial is no longer in compliance with the current state of science.,FALSE,NA
NCT03895086,impossible enrollement,FALSE,NA
NCT03946865,COVID19 restrictions and study personnel retirement,TRUE,FALSE
NCT03994965,Drug supply withdrawn,FALSE,NA
NCT04083248,Risks to subjects due to COVID-19,TRUE,FALSE
NCT04095546,personal changes in study team,FALSE,NA
NCT04117165,No funding,FALSE,NA
NCT04342221,Reduced acceptance of IMP,FALSE,NA
NCT04419415,covid-19 lock down,TRUE,FALSE
NCT04449380,Futility,FALSE,NA
NCT04869241,Change of a principal investigator,FALSE,NA
NCT04870736,Duplication,FALSE,NA
NCT01126216,NA,FALSE,NA
NCT01758991,lack of recruitment,FALSE,NA
NCT02163005,No patients enrolled as study did not move to enrollment stage,FALSE,NA
NCT02253017,NA,FALSE,NA
NCT02428010,Site has not reliably responded Medtronic team since the transition from sponsor Twelve. No data entry completed since February 2018. Last study subject passed final study visit window. No data is expected to be entered.,FALSE,NA
NCT02514057,investigator emigrated,FALSE,NA
NCT02839447,"Study halted prematurely, prior to enrollment of first participant",FALSE,NA
NCT02931565,The study was prematurely terminated due to enrollment challenges.,FALSE,NA
NCT03131635,Temporarily stopped due to COVID-19 pandemic.,TRUE,TRUE
NCT03220438,Principal Investigator took another position elsewhere,FALSE,NA
NCT03542669,Treatment regimens will be adjusted,FALSE,NA
NCT03729934,Dissertation for student changed.,FALSE,NA
NCT03866668,Temporarily stopped due to COVID-19 pandemic.,TRUE,TRUE
NCT04061499,COVID-19,TRUE,FALSE
NCT04344535,Insufficient eligible and consenting patients,FALSE,NA
NCT04362839,Pending amendment request to increase COH accrual goal,FALSE,NA
NCT04406532,The study was never started due to recruitment difficulties. The rates of COVID infections in the recruitment area declined significantly.,FALSE,NA
NCT04491903,Withdrawn,FALSE,NA
NCT04655807,Sponsor Decision.,FALSE,NA
NCT04740970,Sponsor Decision.,FALSE,NA
NCT01016561,Poor accrual/enrollments,FALSE,NA
NCT01381692,Slow accrual,FALSE,NA
NCT01983462,Funding expired,FALSE,NA
NCT02149901,funding terminated,FALSE,NA
NCT02523716,Failure to maintain access to Altitude Facility,FALSE,NA
NCT02684487,"PI left institution. Protocol not submitted to IRB, contract not executed, and study was not done.",FALSE,NA
NCT02705378,"PI left institution. Protocol never submitted to the IRB, no contract executed only Confidentiality Agreement, and study not done.",FALSE,NA
NCT02773771,"Per IRB submission history, submission declined and withdrawn. PI no longer at institution.",FALSE,NA
NCT03087747,NA,FALSE,NA
NCT03207815,Development program terminated,FALSE,NA
NCT03334409,Due to loss of funding from the private foundation source,FALSE,NA
NCT03339336,Sponsor decision to close study early; not due to safety concerns,FALSE,NA
NCT03544333,Because of low recruitment numbers.,FALSE,NA
NCT03682822,Covid,TRUE,FALSE
NCT03706274,Sponsor Decision,FALSE,NA
NCT03711162,The benefit-risk profile no longer supports continuing the study,FALSE,NA
NCT03733444,The benefit-risk profile no longer supports continuing the study,FALSE,NA
NCT03929380,Covid situation,TRUE,FALSE
NCT03992053,No subjects were recruited because of the COVID-19 pandemic. The study is now closed as sponsor milestones (not related to subjects) are completed.,TRUE,FALSE
NCT04155177,no participants because of the sars cov 2 pandemic there is no volonteer to be recruited for the lurning curve . all the residents are busy working in COVID UNITS,TRUE,FALSE
NCT04344548,The study did not get financed. Never get started.,FALSE,NA
NCT04346329,The study did not get financed. Never got started.,FALSE,NA
NCT04432597,Halted by PI,FALSE,NA
NCT04625426,Early termination due to COVID-19 pandemic led to inability to reach planned sample size,TRUE,FALSE
NCT04630639,Changed scientific strategy. No participants were enrolled.,FALSE,NA
NCT04702048,sponsor withdrew funding,FALSE,NA
NCT04762511,To assess new data received,FALSE,NA
NCT01711996,Difficulty in purchasing reagents and receiving consent from the subject,FALSE,NA
NCT01726907,Stopped due to failure to recruit appropriate target patients,FALSE,NA
NCT01762007,"Due to difficulty in purchasing reagents, study canceled without subject registration",FALSE,NA
NCT02467608,NA,FALSE,NA
NCT02818088,The app platform was cancelled and key personnel withdrew from the project,FALSE,NA
NCT02861300,Pending IRB approval to increase accrual,FALSE,NA
NCT02867904,It was difficult to recruit patients to get the appropriate sample size.,FALSE,NA
NCT02959437,Study terminated by Sponsor,FALSE,NA
NCT03049293,Difficulty in recruiting participants,FALSE,NA
NCT03071653,COVID and Funding,TRUE,FALSE
NCT03337997,We have been unable to secure funding. Now we are in the middle of a pandemic.,FALSE,NA
NCT03389048,Protocol compliance and inability to support proper performance,FALSE,NA
NCT03439995,Trial no longer feasible,FALSE,NA
NCT03452163,Inability to support study performance,FALSE,NA
NCT03608878,"The biopsies in the first 5 screened patients were all negative for Globo-H, of which positive is required to include the patients.",FALSE,NA
NCT03816332,Scheduled Interim Monitoring,FALSE,NA
NCT03833518,"We only enrolled one participant, and this participant was withdrawn prior to collecting any useful data. Then, COVID. Now, Dr. Collinger's faculty tenure with the VA ended.",TRUE,FALSE
NCT03846102,COVID-19 crisis.,TRUE,FALSE
NCT03954704,"The decision to discontinue the study was made based on the totality of the clinical, pharmacokinetic, and pharmacodynamic findings. No safety concerns were observed.",FALSE,NA
NCT03976648,The benefit-risk profile no longer supports continuing the studies,FALSE,NA
NCT04035109,Study stopped due to COVID-19 pandemic.,TRUE,FALSE
NCT04050176,COVID-19,TRUE,FALSE
NCT04054323,no physical therapist available,FALSE,NA
NCT04089319,COVID-19 prevented us from recruiting additional participants.,TRUE,FALSE
NCT04128267,Equipment repair necessary,FALSE,NA
NCT04173611,Terminated for strategic and administrative reasons,FALSE,NA
NCT04235049,Department of Corrections unable to support study at this time and find agreement on publication issue.,FALSE,NA
NCT04241055,"Due to the pandemic, the primary dependent variables could not be collected as designed in the research plan",TRUE,FALSE
NCT04252547,Data cannot be collected due to Covid-19.,TRUE,FALSE
NCT04264754,Sponsor prioritize other clinical projects over this study,FALSE,NA
NCT04311281,Insufficient Funding,FALSE,NA
NCT04353947,COVID 19,TRUE,FALSE
NCT04396470,No funding received,FALSE,NA
NCT04420364,Decline in COVID cases,FALSE,NA
NCT04469062,"The trial was terminated secondary to a business decision, the original scientific question rendered moot by the external scientific community.",FALSE,NA
NCT04721743,No participants were enrolled. Investigator left NIH.,FALSE,NA
NCT04874675,Covid 19 lockdown,TRUE,FALSE
NCT01387932,The clinical study was terminated due to the inability to meet target enrollment.,FALSE,NA
NCT02795715,Cessation of funding,FALSE,NA
NCT03111238,Stopped due to inactivity,FALSE,NA
NCT03230669,Recruitment and data collection issues,FALSE,NA
NCT03259334,Sponsor decision to discontinue the SHP647 (ontamalimab) clinical trial development program for inflammatory bowel diseases (IBD) early.,FALSE,NA
NCT03586024,poor accrual,FALSE,NA
NCT03780387,Suspended due to COVID-19 pandemic.,TRUE,FALSE
NCT03842969,"Dosing in study BN40955 was paused on 22 March 2021, following a meeting of the Independent Data Monitoring Committee on the 18 March 2021, established for study BN40423. All participants will continue to be monitored for safety and efficacy outcomes",FALSE,NA
NCT03844932,The Sublimity Board of Directors carefully evaluated the IA data: the 9.6% treatment remission difference for 75mg BID vs placebo (due to an increase in placebo response rate) was determined not sufficient to continue to fund the study,FALSE,NA
NCT03964025,project stopped by the sponsor,FALSE,NA
NCT04083651,Due to pandemic challenges and consideration of a different study design in the future.,TRUE,FALSE
NCT04107714,The study was terminated due to a small number of study participants.,FALSE,NA
NCT04127123,Difficulty enrolling due to COVID closures,TRUE,FALSE
NCT04131959,Stalled study execution from the impact of the COVID-19 pandemic on the UK NHS,TRUE,FALSE
NCT04151719,Due to pandemic challenges and consideration of a different study design in the future.,TRUE,FALSE
NCT04260893,Due to COVID19 adequate study monitoring wasn't possible by the Sponsor,TRUE,FALSE
NCT04331561,Due to COVID,TRUE,FALSE
NCT04344093,no participants enrolled,FALSE,NA
NCT04816071,PI no longer wanted to do the study,FALSE,NA
NCT04877301,difficulty enrolling,FALSE,NA
NCT02164175,Company acquired and trial was not pursued,FALSE,NA
NCT02721056,"The RP2D for intratumoral injection was determined. With the changing practice of medicine for HCC, it was decided to design an independent Phase II clinical study.",FALSE,NA
NCT02805894,Prostate cancer treatment has greatly changed since the initiation of this trial and therefore we have stopped this trial to allow for further evaluation of the treatment landscape,FALSE,NA
NCT03111264,Covid-19 Closures & Lockdown,TRUE,FALSE
NCT03165721,Study closed to enrollment due to low accrual.,FALSE,NA
NCT03208244,"Protocol transitioned to standard of care, no funding available to support research work",FALSE,NA
NCT03379259,Study Was Terminated Early,FALSE,NA
NCT03523260,Never funded,FALSE,NA
NCT03658109,Recruitment challenges due to COVID-19,TRUE,FALSE
NCT03658213,"CTP of LARES has been out of the expire date, we are trying RWS pathway for the indication expend",FALSE,NA
NCT03790449,"Due to the worldwide Covid-19 pandemic, all Belgian fertility clinics stopped offering IVF as of March 13th 2020. We had to stop recruitment and follow-up of study subjects. We therefore adjusted our primary outcome to time to ongoing pregnancy.",TRUE,FALSE
NCT03808714,Difficulties in recruitment due to COVID-19,TRUE,FALSE
NCT03971617,Insufficient enrollment to answer research question,FALSE,NA
NCT04335565,The study has been terminated due to the pandemic.,TRUE,FALSE
NCT04339530,This study is suspended until further notice. Recruitment should resume when COVID-19 safety restrictions are lifted.,TRUE,TRUE
NCT04344236,This study was withdrawn by the institution to minimize risk to patients and staff with regard to COVID-19.,TRUE,FALSE
NCT04358471,The AAVCAGsCD59 asset has been transferred to Janssen Research and Development LLC,FALSE,NA
NCT04473027,Low patient inclusion,FALSE,NA
NCT04531748,Funding,FALSE,NA
NCT04682301,Suspended for administrative activation,FALSE,NA
NCT04880369,Disapproved by relevant Danish ethical committee,FALSE,NA
NCT02323113,Business Decision; No Safety or Efficacy Concerns.,FALSE,NA
NCT03380104,Unable to obtain FDA IDE approval. Currently working on additional preclinical testing.,FALSE,NA
NCT03438513,"Still no inclusion 10 months after the implementation visit. The study is outdated. Since, there has been ""Alzheimer Plan"" and establishment of external structures identical to the research project.",FALSE,NA
NCT03615469,Low recruitment numbers,FALSE,NA
NCT03836989,Lack of enrollment,FALSE,NA
NCT04108286,Study was withdrawn due to COVID-19 and country restrictions,TRUE,FALSE
NCT04385264,Sufficient number of subjects would probably not reach,FALSE,NA
NCT04432610,COVID pandemic,TRUE,FALSE
NCT04575818,Development of compound has been stopped,FALSE,NA
NCT04746430,Too few patients,FALSE,NA
NCT01429012,NA,FALSE,NA
NCT01540292,NA,FALSE,NA
NCT01562626,NA,FALSE,NA
NCT02097732,Study halted prematurely due to a change in the standard of care treatment,FALSE,NA
NCT02621333,As there are so many clinical trials in progress and the number of patients enrolled limited.,FALSE,NA
NCT03289078,No financing,FALSE,NA
NCT03650140,Suspended due to COVID-19,TRUE,FALSE
NCT03775590,Study closed due to lack of enrollment.,FALSE,NA
NCT03780647,"due to Covid19 pandemic , the inclusions slow down , and the rate of occupational problems exceeding by more than 300% changing the objective and the size of the study",TRUE,FALSE
NCT03863522,Inadequate FNA samples (low cell counts),FALSE,NA
NCT03986944,Study halted due to the significant enrollment challenges encountered since its beginning. Screening and enrollment have been impacted by the COVID pandemic and more importantly by changes in the diagnosis and treatment of women with endometriosis.,TRUE,FALSE
NCT04049071,Covid-19,TRUE,FALSE
NCT04075721,"The study was discontinued given the changed therapeutic landscape, lack of recruitment and totality of the data collected so far.",FALSE,NA
NCT04103775,Recruitment and intervention halted due to Covid-19 pandemic.,TRUE,FALSE
NCT04359511,COMPETITOR TEST (RECOVERY),FALSE,NA
NCT04372121,"This study is an extension of Study 18-OBE2109-002 that has been terminated due to enrolment challenges. Consequently, this study has also been terminated.",FALSE,NA
NCT04397042,pandemic,TRUE,FALSE
NCT04464967,Trial not initiated,FALSE,NA
NCT04468789,The South African government decided not to implement the pilot project for which this protocol was the evaluation. It was not approved by the IRB and never started.,FALSE,NA
NCT04611776,The positive results from IMpower010 demonstrated benefit by adding atezolizumab as adjuvant therapy in early stage NSCLC. These results raised ethical concerns of enrolling pts to best supportive care over checkpoint inhibition in this setting.,FALSE,NA
NCT04840927,Delay in availability of IMP,FALSE,NA
NCT04854044,The P.I. is not prepared to move forward at this thime,FALSE,NA
NCT04882423,PI left the university,FALSE,NA
NCT04884126,NA,FALSE,NA
NCT02624739,Funding for study was withdrawn.,FALSE,NA
NCT02986646,Low enrollment,FALSE,NA
NCT03045848,Impossible device delivery because of sponsor change,FALSE,NA
NCT03175887,PI's discretion due to needing to modify study protocol.,FALSE,NA
NCT03195465,PI left institution. Efforts made to contact PI unsuccessful. No study data available.,FALSE,NA
NCT03445806,Difficulty recruiting patients,FALSE,NA
NCT03471104,We have piloted the trial and concluded not to proceed to a fullscale trial.,FALSE,NA
NCT03786419,Publication of study results of ICI use in MPM as first line therapy,FALSE,NA
NCT03807349,"Sponsor will not pursue CE mark for this product, which precludes need for large PMCF study.",FALSE,NA
NCT03870477,Business decision to remove product from portfolio.,FALSE,NA
NCT04102449,Funding stopped,FALSE,NA
NCT04338074,Lack of recruitment,FALSE,NA
NCT04441788,Business Decision to Terminate Study,FALSE,NA
NCT04636268,"The sponsor put the study on hold, no participants have been recruited at the time of study halt",FALSE,NA
NCT01859299,NA,FALSE,NA
NCT01875770,"The study was terminated as patients could not be followed-up during the COVID pandemic. Since this was a non-intervention study, as per Johns Hopkins University policy, we had to hold off the patient visits during the pandemic.",TRUE,FALSE
NCT01887899,Not funded,FALSE,NA
NCT01888029,Not funded,FALSE,NA
NCT01888055,Not funded,FALSE,NA
NCT02122185,Enrollment halted for planned interim analysis.,FALSE,NA
NCT02585167,The significantly higher recurrence rate in the intervention group led to a serious ethical consideration of a premature closing of the study which was decided due to safety and benefit concerns,FALSE,NA
NCT02731118,Difficulty recruiting patients and no effect on preliminary analysis,FALSE,NA
NCT03049111,Suspended due to COVID-19 pandemic.,TRUE,FALSE
NCT03081923,loss of accrual,FALSE,NA
NCT03123588,Enrollment issues,FALSE,NA
NCT03849742,Low Accrual,FALSE,NA
NCT04418024,"After a careful review of the currently available treatments worldwide for patients with ATTR-polyneuropathy, Eidos has made the decision to halt the current study design.",FALSE,NA
NCT04487912,Insufficient patient inclusion,FALSE,NA
NCT04495738,Change in research focus,FALSE,NA
NCT04681456,The study was stopped in order to reconfigure it as a PhaseII/III study,FALSE,NA
NCT04818736,Vaccine roll out plans increased so timing was no longer feasible,FALSE,NA
NCT00590291,Sequencing completed early,FALSE,NA
NCT02047539,NA,FALSE,NA
NCT02259140,No patients have been enrolled since 2015. There has been difficulty recruiting patients for randomization. We have initiated a prospective cohort study evaluating salvage hip procedures for patients with cerebral palsy.,FALSE,NA
NCT02362100,"Due to low recruitment, lack of funding, and challenges maintaining follow-up in this patient population, a decision was made to terminate this study.",FALSE,NA
NCT03001323,Enrollment was too low to provide statistically significant data,FALSE,NA
NCT04219748,Insufficient accrual rate to achieve expected sample size in the context of a global pandemic.,TRUE,FALSE
NCT04607200,Sponsor decision to delay the study,FALSE,NA
NCT04655599,Strategic business decision,FALSE,NA
NCT04731740,Financial problems,FALSE,NA
NCT04889131,COVID-19 vulnerable participant population,TRUE,FALSE
NCT01469663,software problem,FALSE,NA
NCT02112253,Lack of recruitment,FALSE,NA
NCT02319369,NA,FALSE,NA
NCT02393833,Sufficient statistical power cannot be met due to low samples size,FALSE,NA
NCT02410954,NA,FALSE,NA
NCT02580669,Inclusion period ended,FALSE,NA
NCT02893982,Study was closed due to poor accrual,FALSE,NA
NCT02899533,The method did not help with assessing PAH and so the trial was terminated early.,FALSE,NA
NCT03207347,interim analysis,FALSE,NA
NCT03377595,"Lack of resources, no data collected",FALSE,NA
NCT03472690,Corporate Decision to terminate study after Lead-In portion of the study completed.,FALSE,NA
NCT03508479,Suspended due to COVID-19.,TRUE,FALSE
NCT03552029,This study was terminated based on a business decision by the Sponsor.,FALSE,NA
NCT03780543,Sponsor decision,FALSE,NA
NCT03924063,No suitable population available,FALSE,NA
NCT03958279,Due to covid pandemia related restrictions,TRUE,FALSE
NCT04052061,Trial not initiated,FALSE,NA
NCT04498520,Funding,FALSE,NA
NCT01760356,NA,FALSE,NA
NCT03350763,Investigators busy with other projects at the moment,FALSE,NA
NCT03611855,COVID-19 Pandemic,TRUE,FALSE
NCT03768219,Business decision,FALSE,NA
NCT04003818,"Due to COVID-19 and great challenges during patient enrolment period, current status of this study is far behind the plan. The study cannot be completed according to the plan. Sanofi decides to terminate the study upon comprehensive assessment.",TRUE,FALSE
NCT04041505,"Interim analysis (n=40 24-hr sessions) yielded biologically implausible data. We do not deem this novel, at-home, participant-led method prudent. Study will continue with only secondary objectives; primary objective (RCT) terminated.",FALSE,NA
NCT04045821,low enrollment,FALSE,NA
NCT04053309,low enrollment,FALSE,NA
NCT04174846,Due to COVID-19,TRUE,FALSE
NCT04250818,PI is moving to a new institution,FALSE,NA
NCT04266457,Study stopped after ethical approval but before first patient gave consent due to pandemic,TRUE,FALSE
NCT04357496,study has never been started and was decided to be cancelled.,FALSE,NA
NCT04717804,Temporarily suspended due to PI absence,FALSE,NA
NCT04893473,Send in by another researcher. This is terminated to avoid two identical studies,FALSE,NA
NCT04893642,The study had planned to recruit 220 but was termianted in advance when 134 patients were randomized. This was done due to slow recruitment.,FALSE,NA
NCT01644253,Business decision,FALSE,NA
NCT02512367,lack of inclusion,FALSE,NA
NCT03099499,Slow accrual,FALSE,NA
NCT03128554,Funding was withdrawn in January 2020. Covid-19 pandemic prevented the study from continuing to a point where it would need to be restarted. Multiple participants dropped out throughout pandemic.,TRUE,FALSE
NCT03252691,Site closure and no patient enrolled,FALSE,NA
NCT03358095,Investigators busy with other projects at the moment.,FALSE,NA
NCT03917810,COVID-19 disrupting anticipated timelines,TRUE,FALSE
NCT04081090,Delay due to COVID. Lost funding.,TRUE,FALSE
NCT04496505,Unable to receive clearance from HCA administration,FALSE,NA
NCT04566926,business decision,FALSE,NA
NCT02056288,Enrollment was suspended due to the duration of the study and poor follow-up response by participants.,FALSE,NA
NCT02722616,Ultrasound vendor currently cannot support the study,FALSE,NA
NCT02995642,Resources not secured,FALSE,NA
NCT03115489,"Low eligibility of patients, no successful recruitment",FALSE,NA
NCT03246243,Difficulties in recruitment.,FALSE,NA
NCT03360851,COVID-19 pandemic has changed routine diagnostic workup of patients admitted with pneumonia. Continuation of the trial was felt to invalidate the study results.,TRUE,FALSE
NCT03713021,Equipment unavailable,FALSE,NA
NCT04168918,Most participants did not complete the post-intervention questionnaire,FALSE,NA
NCT04277936,Study was redesigned and submitted as a new protocol (NCT04559529).,FALSE,NA
NCT04466917,Sponsor decision to early terminate the study,FALSE,NA
NCT04661917,Study withdrawn due to company decision,FALSE,NA
NCT04678505,Business reasons,FALSE,NA
NCT04896567,Superseded by a separate study,FALSE,NA
NCT01700569,changing the standard of care,FALSE,NA
NCT01727336,The study was terminated by the sponsor following unblinding of the Progression Free Survival endpoint.,FALSE,NA
NCT01782391,Lack of appropriate participants,FALSE,NA
NCT02110069,"This study was challenged by the incidence of KHE with KMP as this continued to be extremely rare, and very sporadic. In July of 2019 grant renewal funding ended.",FALSE,NA
NCT02773966,Slow recruitment,FALSE,NA
NCT03407950,The study stopped due to major feasibility issues and the notices was expired.,FALSE,NA
NCT03429374,Limited patient enrollment,FALSE,NA
NCT03603288,Interim analysis concluded to futility of main study SIDEROS (SNT-III-012),FALSE,NA
NCT03757572,Early termination due to COVID-19 pandemic. Suspension of elective case operations. Decreased recruitment rate. Inability to reach the estimated sample size.,TRUE,FALSE
NCT03921801,Due to COVID-19 pandemic the recruitment was suspended.,TRUE,FALSE
NCT03937908,Participant study visits not possible during COVID-19 pandemic. Funder not able to support a continuation at some future date.,TRUE,FALSE
NCT03983395,"The study was terminated during Part 1 (dose escalation), and Part 2 (expansion) of the study was not initiated. This study was voluntarily terminated due to a business decision not to proceed with the ISB 1302 asset, and not due to any safety issue.",FALSE,NA
NCT03994991,We weren't able to enroll patients due to COVID19 pandemic.,TRUE,FALSE
NCT04764851,A number of subjects withdrew consent leaving the study without adequate power to achieve its primary end points.,FALSE,NA
NCT04898764,"Due to the COVID-19 pandemic, the study had to be temporarily halted due to a shortage in study site personnel and local hospital guidelines. We anticipate to resume the study when the COVID-19 pandemic is better controlled.",TRUE,TRUE
NCT01434472,Terminated due to insufficient funding,FALSE,NA
NCT02225275,Due to slow accrual,FALSE,NA
NCT02860117,change in hospital policy,FALSE,NA
NCT02927405,"Did not get the study to take off, did not recruit any subjects, and then closed the study.",FALSE,NA
NCT03068832,Made the decision to not go forward with the study,FALSE,NA
NCT03299309,Delay in vialing of study vaccine,FALSE,NA
NCT03444298,The chambers for controlled air pollution exposure are paused due to Covid. The custom-made intervention has reached expiry and a resupply source under pursuit.,TRUE,FALSE
NCT03652987,Covid19-related restrictions,TRUE,FALSE
NCT03716570,Affiliated study NCT03318523 did not meet its primary outcome measure of change from baseline measured by Movement Disorder Society-Unified Parkinson's Disease Rating Scale (MDS-UPDRS) and did not demonstrate efficacy on secondary outcome measures,FALSE,NA
NCT03783754,Not feasible to continue,FALSE,NA
NCT04115748,Development program terminated,FALSE,NA
NCT04236700,COVID-19,TRUE,FALSE
NCT04311294,Project was not funded.,FALSE,NA
NCT04337385,COVID-19 resulted in laboratory closures and the student has changed their research project in order to progress in their degree.,TRUE,FALSE
NCT04391192,Sponsor determined that it must be terminated,FALSE,NA
NCT04400890,Feasibility,FALSE,NA
NCT04598152,Covid restrictions prevented continuation during the funding window,TRUE,FALSE
NCT04639700,Funding unavailable,FALSE,NA
NCT04718467,Sponsor decided to cancel this trial.,FALSE,NA
NCT01194388,NA,FALSE,NA
NCT03341468,"PI confirmed no subjects consented and stated study not started due to insufficient staffing and once staff on board, the COVID-19 public health emergency occurred.",TRUE,FALSE
NCT03478813,The study was withdrawn because of too few eligible participants.,FALSE,NA
NCT03536182,Due to COVID and other recruitment issues the trial could not be initiated.,TRUE,FALSE
NCT03936946,Resources not secured,FALSE,NA
NCT04285710,This study was never started since the IRB application was not submitted and the PI left the institution.,FALSE,NA
NCT04373044,The study was terminated after the release of results of ACTT-2 (NCT04401579).,FALSE,NA
NCT04389840,Limited enrollment,FALSE,NA
NCT04530474,WHO report,FALSE,NA
